id,source,timestamp,garment_type,gender,color,pattern,style,engagement_likes,engagement_comments,engagement_views,geography,image_path,image_url,fit,length,neckline,sleeve,fabric,engagement_metric,influence_type,influence_identifier
instagram_134,Celebrities,29-12-2025,Skirt,women,"green, white",tie-dye,athleisure,1,96,38691,Global,img_134.jpg,,regular,ankle-length,halter,full sleeve,knits,12929.33,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_135,Cinema,09-08-2024,Blazer,men,beige,checks,casual,2596,199,13636,Europe,img_135.jpg,,relaxed fit,midi,crew neck,cap sleeve,viscose,5477,designer launches,Ralph Lauren Spring Collection 2024
instagram_136,Facebook,22-10-2024,Blazer,men,green,abstract,streetwear,1236,153,882,Global,img_136.jpg,,relaxed fit,maxi,off-shoulder,half sleeve,knits,757,event - political,US Presidential Election 2024
instagram_137,Celebrities,09-09-2025,Jacket,unisex,black,stripes,athleisure,3421,100,44713,Europe,img_137.jpg,,regular,cropped,crew neck,3/4 sleeve,polyester,16078,event - memes,Super Bowl Halftime Meme 2025
instagram_138,Cinema,20-08-2025,Kurti,women,green,polka dots,formal,2859,554,32154,India,img_138.jpg,,straight cut,mini,off-shoulder,full sleeve,knits,11855.67,event - memes,Super Bowl Halftime Meme 2025
instagram_139,Facebook,08-08-2024,Hoodie,unisex,red,graphic prints,athleisure,4684,54,736,US,img_139.jpg,,flared,knee-length,square neck,3/4 sleeve,viscose,1824.67,designer launches,Chanel Cruise 2024
instagram_140,Instagram,11-01-2024,Kurti,women,green,polka dots,casual,577,47,33825,India,img_140.jpg,,straight cut,mini,collared,3/4 sleeve,denim,11483,trending memes,Vogue Challenge 2024
instagram_141,Celebrities,18-09-2025,T-Shirt,unisex,yellow,solid,casual,4927,364,13364,Europe,img_141.jpg,,bodycon,cropped,boat neck,full sleeve,knits,6218.33,franchise,Star Wars New Trilogy 2025
instagram_142,Facebook,17-02-2024,Top,women,"black, beige, blue",checks,formal,2112,386,49389,US,img_142.jpg,,relaxed fit,full-length,collared,half sleeve,cotton,17295.67,designer launches,Ralph Lauren Spring Collection 2024
instagram_143,Celebrities,16-09-2024,Sweatshirt,unisex,yellow,solid,athleisure,269,92,18679,Global,img_143.jpg,,straight cut,knee-length,crew neck,sleeveless,knits,6346.67,franchise,Marvel Phase 5 Release 2024
instagram_144,YouTube,31-12-2024,Jacket,unisex,yellow,polka dots,casual,2059,200,11061,Global,img_144.jpg,,flared,midi,halter,full sleeve,rayon,4440,event - political,India State Elections 2024
instagram_145,Celebrities,31-10-2024,Shirt,men,black,tie-dye,casual,5852,245,32983,Global,img_145.jpg,,straight cut,cropped,boat neck,3/4 sleeve,polyester,13026.67,event - political,US Presidential Election 2024
instagram_146,Marketplace,25-05-2024,Dress,women,beige,graphic prints,streetwear,6447,400,54213,Global,img_146.jpg,,fit,knee-length,polo neck,sleeveless,linen,20353.33,event - memes,Oscar Memes 2024
instagram_147,Facebook,25-07-2024,T-Shirt,men,white,stripes,streetwear,986,95,43541,Global,img_147.jpg,,bodycon,cropped,polo neck,3/4 sleeve,linen,14874,designer launches,Ralph Lauren Spring Collection 2024
instagram_148,Marketplace,16-03-2025,Sweatshirt,unisex,white,abstract,festive,1248,410,50433,Global,img_148.jpg,,straight cut,maxi,off-shoulder,cap sleeve,jersey,17363.67,designer launches,Prada SS 2025
instagram_149,YouTube,14-08-2024,Sweatshirt,unisex,yellow,abstract,formal,3136,107,22627,India,img_149.jpg,,Slim fit,midi,off-shoulder,full sleeve,cotton,8623.33,designer launches,Ralph Lauren Spring Collection 2024
instagram_150,YouTube,08-12-2024,Hoodie,unisex,"green, beige",graphic prints,athleisure,1355,123,14868,India,img_150.jpg,,oversized,full-length,polo neck,puff sleeve,polyester,5448.67,event - political,US Presidential Election 2024
instagram_151,Cinema,02-03-2024,Skirt,women,red,polka dots,streetwear,2017,32,30524,Europe,img_151.jpg,,a-line,mini,polo neck,half sleeve,cotton,10857.67,event - memes,Oscar Memes 2024
instagram_152,Instagram,23-10-2024,Jacket,unisex,"green, white",solid,festive,736,88,58585,Europe,img_152.jpg,,Slim fit,mini,v-neck,full sleeve,rayon,19803,event - memes,Oscar Memes 2024
instagram_153,Cinema,27-07-2024,Top,women,blue,polka dots,festive,2327,37,2824,US,img_153.jpg,,oversized,ankle-length,boat neck,puff sleeve,viscose,1729.33,franchise,Marvel Phase 5 Release 2024
instagram_154,Cinema,16-10-2024,Blazer,men,beige,animal print,athleisure,732,102,49646,India,img_154.jpg,,Slim fit,midi,collared,half sleeve,rayon,16826.67,designer launches,Chanel Cruise 2024
instagram_155,Instagram,09-10-2025,Sweatshirt,unisex,"blue, white",polka dots,formal,355,141,57726,Global,img_155.jpg,,a-line,maxi,v-neck,full sleeve,rayon,19407.33,trending memes,Distracted Boyfriend Revival
instagram_156,YouTube,02-10-2025,Kurta,men,"black, white",polka dots,festive,436,44,11202,Europe,img_156.jpg,,a-line,cropped,v-neck,sleeveless,linen,3894,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_157,YouTube,11-10-2025,T-Shirt,men,"pink, yellow",checks,formal,292,222,44034,US,img_157.jpg,,Slim fit,cropped,halter,bell sleeve,viscose,14849.33,books,Book-to-Film Adaptation 2025
instagram_158,Marketplace,18-01-2024,Shirt,men,pink,checks,streetwear,2002,167,29707,India,img_158.jpg,,flared,maxi,v-neck,full sleeve,knits,10625.33,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_159,Facebook,25-11-2024,Top,women,green,abstract,formal,4498,36,9382,US,img_159.jpg,,bodycon,knee-length,crew neck,bell sleeve,linen,4638.67,event - memes,Oscar Memes 2024
instagram_160,Instagram,17-03-2024,Kurti,women,blue,checks,formal,7036,270,31782,India,img_160.jpg,,fit,maxi,halter,3/4 sleeve,cotton,13029.33,books,Bestseller Book Tour 2024
instagram_161,YouTube,15-05-2025,Shirt,men,white,animal print,streetwear,3099,198,26571,Global,img_161.jpg,,a-line,knee-length,crew neck,full sleeve,polyester,9956,trending memes,Galaxy Brain Remix
instagram_162,Celebrities,30-09-2024,Sweatshirt,unisex,white,solid,formal,2804,375,54014,Europe,img_162.jpg,,relaxed fit,midi,off-shoulder,bell sleeve,cotton,19064.33,franchise,Marvel Phase 5 Release 2024
instagram_163,Marketplace,28-12-2024,Skirt,women,beige,graphic prints,formal,6229,242,29174,Europe,img_163.jpg,,bodycon,midi,polo neck,sleeveless,knits,11881.67,designer launches,Gucci FW 2024
instagram_164,Cinema,15-08-2024,Dress,women,pink,abstract,streetwear,1141,39,6210,Global,img_164.jpg,,a-line,full-length,crew neck,bell sleeve,denim,2463.33,designer launches,Gucci FW 2024
instagram_165,YouTube,25-04-2024,Kurta,men,"white, black, beige",checks,casual,1467,119,24228,Europe,img_165.jpg,,Slim fit,full-length,v-neck,cap sleeve,knits,8604.67,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_166,Instagram,17-07-2024,Blazer,men,"beige, black",floral,formal,2047,255,6189,Global,img_166.jpg,,a-line,mini,collared,3/4 sleeve,rayon,2830.33,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_167,YouTube,14-09-2024,Sweatshirt,unisex,white,floral,athleisure,3520,221,9836,India,img_167.jpg,,Slim fit,knee-length,polo neck,puff sleeve,blends,4525.67,event - political,EU Parliament 2024
instagram_168,YouTube,19-02-2024,Dress,women,black,abstract,festive,602,36,32180,India,img_168.jpg,,a-line,cropped,halter,puff sleeve,polyester,10939.33,designer launches,Gucci FW 2024
instagram_169,Instagram,21-09-2024,Sweatshirt,unisex,black,solid,festive,2646,41,23243,Global,img_169.jpg,,regular,knee-length,polo neck,puff sleeve,jersey,8643.33,franchise,Fast X Sequel 2024
instagram_170,Cinema,07-01-2024,Skirt,women,white,checks,festive,9034,477,17853,Global,img_170.jpg,,straight cut,mini,polo neck,half sleeve,knits,9121.33,designer launches,Gucci FW 2024
instagram_171,Instagram,08-01-2025,Jacket,unisex,"black, yellow",polka dots,festive,301,169,47376,India,img_171.jpg,,fit,knee-length,halter,sleeveless,knits,15948.67,books,Book-to-Film Adaptation 2025
instagram_172,Instagram,20-10-2024,Sweatshirt,unisex,"black, green",polka dots,athleisure,8283,216,12928,Europe,img_172.jpg,,oversized,midi,polo neck,bell sleeve,denim,7142.33,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_173,Celebrities,15-04-2025,Jeans,men,"blue, pink",stripes,athleisure,804,277,31082,Europe,img_173.jpg,,a-line,midi,boat neck,bell sleeve,viscose,10721,franchise,Star Wars New Trilogy 2025
instagram_174,Marketplace,06-08-2024,Sweatshirt,unisex,beige,animal print,formal,2454,133,9226,Global,img_174.jpg,,fit,maxi,square neck,bell sleeve,polyester,3937.67,franchise,Marvel Phase 5 Release 2024
instagram_175,Celebrities,22-08-2024,Sweatshirt,unisex,"blue, white",checks,festive,304,45,81300,India,img_175.jpg,,straight cut,maxi,square neck,bell sleeve,viscose,27216.33,books,Pulitzer Feature 2024
instagram_176,Instagram,13-03-2024,Hoodie,unisex,pink,tie-dye,casual,63,362,12007,Europe,img_176.jpg,,a-line,cropped,square neck,sleeveless,viscose,4144,event - political,India State Elections 2024
instagram_177,Cinema,03-01-2024,Top,women,beige,animal print,athleisure,2368,241,20351,Europe,img_177.jpg,,regular,maxi,boat neck,half sleeve,polyester,7653.33,designer launches,Chanel Cruise 2024
instagram_178,Instagram,23-05-2024,Saree,women,pink,floral,formal,4724,308,3072,India,img_178.jpg,,relaxed fit,ankle-length,polo neck,full sleeve,rayon,2701.33,trending memes,Cottagecore Revival Meme 2024
instagram_179,Celebrities,21-07-2024,Top,women,beige,solid,festive,7853,392,14318,US,img_179.jpg,,a-line,mini,v-neck,half sleeve,jersey,7521,event - political,India State Elections 2024
instagram_180,Facebook,29-12-2024,Kurta,men,yellow,animal print,casual,5104,300,25935,India,img_180.jpg,,Slim fit,ankle-length,v-neck,sleeveless,cotton,10446.33,trending memes,Cottagecore Revival Meme 2024
instagram_181,Marketplace,20-12-2025,Hoodie,unisex,red,solid,casual,3787,222,3715,India,img_181.jpg,,a-line,full-length,square neck,sleeveless,blends,2574.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_182,YouTube,03-10-2024,Shirt,men,green,tie-dye,casual,3564,322,48732,Global,img_182.jpg,,a-line,mini,off-shoulder,cap sleeve,blends,17539.33,designer launches,Chanel Cruise 2024
instagram_183,YouTube,01-04-2024,T-Shirt,men,red,polka dots,athleisure,1228,531,33654,US,img_183.jpg,,Slim fit,maxi,off-shoulder,3/4 sleeve,blends,11804.33,event - memes,April Fools Viral 2024
instagram_184,Celebrities,29-10-2024,Jeans,men,green,solid,formal,535,141,171,US,img_184.jpg,,bodycon,ankle-length,halter,cap sleeve,knits,282.33,designer launches,Ralph Lauren Spring Collection 2024
instagram_185,Marketplace,13-12-2024,T-Shirt,unisex,red,solid,formal,838,157,2274,Europe,img_185.jpg,,straight cut,mini,polo neck,sleeveless,linen,1089.67,designer launches,Ralph Lauren Spring Collection 2024
instagram_186,Marketplace,24-04-2024,Sweatshirt,unisex,"green, pink",animal print,athleisure,5531,535,2159,Global,img_186.jpg,,flared,ankle-length,halter,cap sleeve,linen,2741.67,designer launches,Zara Designer Collab 2024
instagram_187,Facebook,22-06-2024,Shirt,men,blue,abstract,casual,5505,63,7844,Global,img_187.jpg,,regular,ankle-length,crew neck,full sleeve,rayon,4470.67,designer launches,Zara Designer Collab 2024
instagram_188,Instagram,05-12-2024,Jacket,unisex,"red, black",solid,formal,8924,100,38552,US,img_188.jpg,,straight cut,cropped,halter,bell sleeve,polyester,15858.67,event - political,EU Parliament 2024
instagram_189,Marketplace,07-10-2025,Skirt,women,blue,solid,festive,4207,73,31634,Global,img_189.jpg,,regular,mini,square neck,3/4 sleeve,polyester,11971.33,event - memes,Super Bowl Halftime Meme 2025
instagram_190,YouTube,20-08-2024,Blazer,men,beige,stripes,athleisure,1004,68,22145,Europe,img_190.jpg,,relaxed fit,maxi,square neck,bell sleeve,rayon,7739,trending memes,Vogue Challenge 2024
instagram_191,Marketplace,10-12-2025,Dress,women,"white, blue",tie-dye,casual,3271,259,33282,India,img_191.jpg,,a-line,knee-length,halter,bell sleeve,denim,12270.67,event - memes,Super Bowl Halftime Meme 2025
instagram_192,Facebook,02-12-2024,Shirt,men,blue,stripes,casual,571,34,3044,Global,img_192.jpg,,Slim fit,maxi,crew neck,puff sleeve,cotton,1216.33,franchise,Fast X Sequel 2024
instagram_193,Facebook,18-03-2024,Blazer,men,"white, red",floral,festive,1984,53,18173,India,img_193.jpg,,Slim fit,cropped,off-shoulder,half sleeve,rayon,6736.67,event - political,India State Elections 2024
instagram_194,Facebook,03-08-2024,Jeans,unisex,yellow,tie-dye,formal,4930,169,7128,Europe,img_194.jpg,,fit,maxi,halter,puff sleeve,denim,4075.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_195,Celebrities,23-05-2024,Kurta,men,red,checks,athleisure,4872,102,53256,Europe,img_195.jpg,,a-line,ankle-length,off-shoulder,bell sleeve,jersey,19410,books,Bestseller Book Tour 2024
instagram_196,Instagram,19-07-2025,Kurta,men,"red, beige",solid,casual,2124,53,794,Global,img_196.jpg,,Slim fit,maxi,crew neck,puff sleeve,jersey,990.33,trending memes,Distracted Boyfriend Revival
instagram_197,Instagram,21-02-2025,T-Shirt,unisex,blue,animal print,casual,6079,194,32540,Global,img_197.jpg,,a-line,full-length,v-neck,cap sleeve,jersey,12937.67,designer launches,Dior Haute 2025
instagram_198,Marketplace,12-02-2024,Hoodie,unisex,yellow,floral,formal,1957,221,39599,Europe,img_198.jpg,,relaxed fit,knee-length,collared,puff sleeve,cotton,13925.67,books,Pulitzer Feature 2024
instagram_199,Marketplace,06-09-2024,T-Shirt,unisex,black,animal print,casual,5503,276,37499,India,img_199.jpg,,regular,mini,square neck,3/4 sleeve,jersey,14426,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_200,YouTube,21-02-2024,Sweatshirt,unisex,"red, blue, black",tie-dye,casual,1563,374,2395,India,img_200.jpg,,regular,ankle-length,crew neck,3/4 sleeve,rayon,1444,designer launches,Chanel Cruise 2024
instagram_201,YouTube,24-02-2024,Saree,women,green,tie-dye,athleisure,293,124,30278,US,img_201.jpg,,a-line,maxi,crew neck,cap sleeve,rayon,10231.67,books,Pulitzer Feature 2024
instagram_202,Instagram,21-03-2024,Jacket,unisex,white,animal print,streetwear,7805,173,6983,Global,img_202.jpg,,straight cut,full-length,square neck,full sleeve,jersey,4987,event - memes,Oscar Memes 2024
instagram_203,Instagram,28-05-2024,Skirt,women,"pink, black",floral,formal,3623,248,18299,India,img_203.jpg,,flared,mini,square neck,puff sleeve,denim,7390,event - political,EU Parliament 2024
instagram_204,Instagram,02-10-2025,T-Shirt,men,"white, blue",polka dots,casual,407,557,69567,US,img_204.jpg,,fit,cropped,boat neck,puff sleeve,viscose,23510.33,franchise,Star Wars New Trilogy 2025
instagram_205,Celebrities,24-01-2024,Hoodie,unisex,yellow,floral,casual,2644,268,23398,US,img_205.jpg,,regular,mini,boat neck,full sleeve,blends,8770,event - political,EU Parliament 2024
instagram_206,Cinema,13-03-2024,Sweatshirt,unisex,pink,checks,festive,513,201,22403,Global,img_206.jpg,,bodycon,maxi,off-shoulder,3/4 sleeve,cotton,7705.67,event - political,US Presidential Election 2024
instagram_207,Instagram,12-04-2024,Top,women,"beige, black, pink",stripes,formal,3979,99,2945,Global,img_207.jpg,,a-line,midi,v-neck,full sleeve,polyester,2341,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_208,Cinema,27-07-2024,Dress,women,black,checks,casual,936,252,47705,US,img_208.jpg,,fit,cropped,halter,bell sleeve,denim,16297.67,trending memes,Galaxy Brain Remix
instagram_209,Marketplace,03-12-2024,Jeans,unisex,yellow,stripes,athleisure,4252,163,12648,India,img_209.jpg,,a-line,cropped,polo neck,sleeveless,cotton,5687.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_210,Instagram,21-05-2025,Kurta,men,pink,tie-dye,festive,5426,224,4811,US,img_210.jpg,,straight cut,full-length,off-shoulder,bell sleeve,cotton,3487,event - memes,Super Bowl Halftime Meme 2025
instagram_211,Facebook,04-09-2025,Jeans,men,blue,polka dots,streetwear,6441,75,9247,Global,img_211.jpg,,flared,mini,polo neck,full sleeve,blends,5254.33,franchise,Star Wars New Trilogy 2025
instagram_212,YouTube,21-03-2024,T-Shirt,men,blue,floral,formal,3549,149,27093,US,img_212.jpg,,oversized,ankle-length,polo neck,sleeveless,viscose,10263.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_213,Cinema,06-12-2025,Top,women,white,abstract,formal,469,158,14084,India,img_213.jpg,,fit,maxi,v-neck,puff sleeve,polyester,4903.67,books,Book-to-Film Adaptation 2025
instagram_214,YouTube,31-08-2025,T-Shirt,men,blue,tie-dye,athleisure,3656,105,2789,Global,img_214.jpg,,straight cut,knee-length,halter,cap sleeve,cotton,2183.33,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_215,Facebook,17-08-2024,Dress,women,pink,tie-dye,athleisure,3259,2,10256,US,img_215.jpg,,bodycon,mini,collared,full sleeve,linen,4505.67,books,Bestseller Book Tour 2024
instagram_216,Marketplace,29-08-2024,T-Shirt,men,white,stripes,athleisure,2756,5,5289,India,img_216.jpg,,flared,ankle-length,halter,3/4 sleeve,rayon,2683.33,franchise,Marvel Phase 5 Release 2024
instagram_217,Celebrities,17-12-2025,Skirt,women,green,checks,festive,1246,259,4269,Europe,img_217.jpg,,a-line,ankle-length,v-neck,half sleeve,blends,1924.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_218,Marketplace,17-03-2024,Skirt,women,white,graphic prints,streetwear,2080,369,2049,Europe,img_218.jpg,,oversized,maxi,v-neck,sleeveless,rayon,1499.33,books,Bestseller Book Tour 2024
instagram_219,Cinema,23-07-2024,Jeans,unisex,"red, blue",abstract,formal,4863,234,10032,Europe,img_219.jpg,,straight cut,maxi,polo neck,puff sleeve,jersey,5043,franchise,Fast X Sequel 2024
instagram_220,Facebook,10-11-2025,Blazer,men,white,solid,athleisure,118,559,15160,Global,img_220.jpg,,fit,ankle-length,boat neck,cap sleeve,blends,5279,books,Book-to-Film Adaptation 2025
instagram_221,Marketplace,11-09-2024,Hoodie,unisex,beige,floral,festive,4006,240,34685,India,img_221.jpg,,Slim fit,maxi,v-neck,full sleeve,knits,12977,franchise,Fast X Sequel 2024
instagram_222,YouTube,13-12-2025,Saree,women,pink,tie-dye,athleisure,331,323,11810,India,img_222.jpg,,regular,maxi,off-shoulder,cap sleeve,blends,4154.67,designer launches,Prada SS 2025
instagram_223,Marketplace,02-04-2025,Top,women,red,tie-dye,streetwear,7187,173,7837,US,img_223.jpg,,relaxed fit,maxi,boat neck,3/4 sleeve,blends,5065.67,franchise,Star Wars New Trilogy 2025
instagram_224,Celebrities,20-05-2024,T-Shirt,men,"beige, blue",floral,festive,1395,370,4749,Global,img_224.jpg,,regular,mini,off-shoulder,bell sleeve,jersey,2171.33,books,Bestseller Book Tour 2024
instagram_225,Instagram,17-02-2024,Sweatshirt,unisex,"white, beige",solid,festive,7526,64,10313,Europe,img_225.jpg,,flared,cropped,off-shoulder,bell sleeve,viscose,5967.67,designer launches,Zara Designer Collab 2024
